,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,status
3552,4287.18,3970.77,4254.36,4111.79,4348.72,4618.46,4082.05,4614.87,4198.97,4237.44,4195.9,4269.74,4598.46,4348.21,1
3553,4298.97,3981.54,4263.59,4120.51,4347.69,4617.44,4078.97,4609.74,4191.79,4238.97,4200.0,4276.41,4604.1,4352.82,1
3554,4296.41,3977.44,4265.13,4116.41,4344.1,4616.92,4071.28,4597.95,4180.51,4233.85,4193.85,4273.85,4594.87,4347.69,1
3555,4289.23,3972.82,4261.54,4110.77,4344.1,4613.85,4070.26,4600.51,4182.05,4226.67,4191.28,4271.28,4594.36,4345.64,1
3556,4286.15,3977.44,4258.46,4111.79,4338.46,4607.18,4071.28,4610.77,4193.33,4228.21,4197.95,4274.87,4603.59,4346.67,1
3557,4285.64,3974.36,4254.87,4112.31,4334.36,4605.13,4068.72,4606.67,4196.41,4230.77,4199.49,4277.44,4602.05,4346.15,1
3558,4284.1,3968.72,4253.85,4108.21,4336.92,4608.72,4067.69,4599.49,4189.23,4230.26,4196.41,4275.38,4597.95,4345.64,1
3559,4282.56,3971.28,4250.77,4105.13,4335.9,4610.26,4069.74,4603.59,4185.13,4229.74,4197.44,4270.26,4601.03,4344.1,1
3560,4280.0,3972.31,4245.64,4104.62,4335.38,4605.64,4067.69,4600.51,4181.54,4227.69,4194.87,4264.62,4596.92,4340.0,1
3561,4280.51,3971.79,4245.13,4106.15,4340.51,4606.15,4063.08,4590.77,4180.0,4228.21,4189.23,4264.62,4594.36,4343.08,1
3562,4288.21,3977.95,4248.21,4108.72,4345.13,4612.31,4064.1,4595.9,4187.69,4233.33,4193.33,4271.28,4604.62,4350.77,1
3563,4289.23,3982.05,4249.23,4108.72,4344.62,4612.82,4067.69,4605.13,4190.26,4229.74,4198.97,4274.87,4605.64,4347.18,1
3564,4283.08,3978.46,4247.69,4109.74,4340.51,4611.28,4068.21,4604.1,4186.67,4219.49,4193.85,4267.69,4593.33,4342.56,1
3565,4281.54,3978.97,4246.15,4111.79,4337.95,4613.33,4072.31,4607.69,4196.41,4225.13,4191.79,4263.59,4595.38,4346.15,1
3566,4285.13,3981.54,4247.69,4110.26,4341.54,4616.92,4078.97,4616.41,4207.18,4240.0,4195.38,4268.72,4605.64,4346.67,1
3567,4282.56,3981.03,4248.72,4110.77,4344.1,4615.38,4077.44,4614.87,4200.51,4236.41,4193.85,4268.72,4602.56,4343.59,1
3568,4280.0,3982.56,4249.74,4117.44,4342.56,4611.79,4068.72,4606.67,4190.77,4229.74,4194.36,4265.13,4600.51,4347.18,1
3569,4284.1,3981.03,4252.31,4117.44,4342.05,4610.26,4068.21,4607.69,4192.82,4234.36,4201.03,4271.28,4607.18,4349.23,1
3570,4284.1,3973.85,4251.28,4108.72,4341.54,4612.82,4076.41,4613.33,4194.36,4235.9,4201.03,4275.9,4606.67,4343.59,1
3571,4279.49,3970.26,4247.69,4103.59,4339.49,4616.41,4077.44,4612.82,4187.69,4229.74,4194.87,4271.28,4601.03,4339.49,1
3572,4282.05,3970.26,4249.74,4104.1,4339.49,4615.38,4072.82,4613.33,4198.46,4233.85,4197.44,4272.31,4605.64,4344.62,1
3573,4289.74,3971.28,4255.9,4106.15,4345.13,4616.41,4076.41,4619.49,4212.31,4246.15,4206.67,4281.54,4612.82,4354.87,1
3574,4291.28,3976.41,4257.95,4110.26,4349.74,4620.51,4082.05,4620.0,4202.05,4245.13,4210.26,4286.67,4613.33,4360.51,1
3575,4286.15,3978.46,4253.85,4111.79,4346.67,4617.95,4080.0,4616.41,4191.79,4234.87,4203.08,4280.0,4608.72,4353.33,1
3576,4278.97,3969.74,4242.56,4102.05,4337.95,4613.85,4075.38,4612.31,4188.21,4224.62,4189.23,4262.56,4595.38,4336.41,1
3577,4274.36,3963.59,4233.33,4093.33,4337.44,4616.92,4069.23,4602.56,4180.0,4216.41,4175.9,4249.23,4584.62,4326.15,1
3578,4273.33,3968.21,4231.28,4098.46,4341.03,4614.36,4066.67,4597.44,4184.1,4216.92,4175.9,4253.85,4586.67,4332.82,1
3579,4273.85,3974.36,4236.41,4105.13,4340.0,4606.67,4070.26,4604.62,4193.33,4222.05,4188.21,4266.15,4593.85,4340.51,1
3580,4271.28,3971.79,4240.51,4098.46,4338.97,4607.18,4072.82,4608.72,4188.21,4222.05,4191.28,4265.13,4591.28,4334.36,1
3581,4269.74,3965.13,4237.95,4091.28,4337.44,4608.72,4072.31,4605.64,4194.36,4226.15,4185.64,4257.44,4585.13,4328.72,1
3582,4265.64,3963.08,4234.36,4092.31,4332.82,4606.67,4071.28,4607.18,4204.62,4235.9,4190.26,4258.46,4590.77,4333.33,1
3583,4260.51,3960.0,4230.77,4088.72,4330.26,4606.67,4070.26,4610.26,4195.38,4230.77,4196.92,4258.97,4597.44,4332.31,1
3584,4264.62,3958.46,4230.26,4084.1,4333.85,4605.64,4067.69,4609.74,4189.23,4221.54,4195.9,4256.92,4597.44,4329.23,1
3585,4265.64,3965.13,4231.28,4083.59,4332.31,4600.51,4063.59,4605.13,4190.26,4225.13,4192.31,4257.95,4597.44,4329.23,1
3586,4260.51,3966.15,4231.28,4083.59,4327.18,4598.97,4058.46,4595.38,4180.51,4222.05,4189.23,4256.92,4598.97,4329.74,1
3587,4262.56,3960.51,4232.31,4086.15,4328.72,4600.0,4058.46,4587.69,4172.31,4213.33,4189.23,4254.87,4598.97,4331.79,1
3588,4269.74,3964.62,4235.9,4090.77,4333.85,4605.13,4065.13,4590.26,4174.87,4215.9,4192.82,4260.51,4601.03,4335.9,1
3589,4270.26,3973.33,4242.05,4094.36,4337.44,4613.33,4071.79,4600.0,4186.15,4222.56,4194.36,4267.18,4607.18,4339.49,1
3590,4264.1,3969.74,4245.13,4092.82,4332.82,4616.41,4073.85,4602.05,4193.33,4223.08,4191.79,4266.15,4604.62,4338.97,1
3591,4264.1,3965.13,4243.59,4090.26,4332.31,4613.85,4070.26,4600.0,4187.69,4225.13,4194.87,4263.08,4602.05,4342.05,1
3592,4275.38,3970.77,4246.15,4095.38,4341.03,4613.85,4067.69,4605.64,4191.28,4234.36,4204.1,4272.31,4611.79,4353.33,1
3593,4286.67,3975.9,4258.46,4104.1,4343.59,4617.95,4074.87,4614.87,4205.64,4244.62,4210.77,4285.64,4620.51,4361.03,1
3594,4280.51,3971.28,4261.03,4100.51,4334.87,4618.97,4084.1,4613.85,4203.08,4243.59,4207.18,4283.08,4612.31,4349.23,1
3595,4264.62,3961.54,4248.21,4089.23,4331.28,4619.49,4087.69,4612.82,4193.85,4231.28,4196.92,4268.72,4600.0,4335.38,1
3596,4259.49,3961.54,4242.05,4090.26,4334.87,4618.97,4085.64,4618.46,4199.49,4227.69,4193.33,4264.1,4598.46,4336.92,1
3597,4265.13,3966.67,4245.13,4092.31,4331.79,4613.85,4075.38,4614.36,4199.49,4233.33,4192.82,4267.18,4597.95,4337.44,1
3598,4265.64,3966.67,4245.13,4090.26,4331.79,4613.85,4070.77,4607.18,4187.69,4230.77,4192.31,4267.69,4595.9,4336.41,1
3599,4268.72,3971.79,4245.13,4098.97,4342.05,4618.46,4075.38,4610.77,4185.13,4228.21,4200.51,4270.77,4603.59,4348.21,1
3600,4278.97,3980.0,4248.21,4104.62,4342.56,4618.46,4073.85,4608.72,4191.28,4233.33,4207.18,4276.41,4613.85,4356.41,1
3601,4277.95,3976.92,4244.62,4094.87,4332.82,4614.36,4065.64,4601.03,4193.85,4232.82,4198.97,4272.82,4607.18,4345.64,1
3602,4265.13,3969.74,4235.9,4088.72,4329.74,4610.26,4062.05,4599.49,4189.23,4225.64,4189.23,4265.64,4595.38,4337.44,1
3603,4260.51,3968.21,4235.9,4093.33,4331.28,4607.18,4062.05,4603.59,4188.72,4225.64,4192.31,4267.18,4598.46,4340.0,1
3604,4267.18,3969.74,4244.62,4096.41,4331.79,4609.74,4061.54,4607.18,4193.33,4230.77,4197.44,4272.31,4604.62,4344.1,1
3605,4270.26,3974.36,4247.69,4096.41,4331.79,4612.31,4060.0,4609.74,4192.82,4229.23,4196.92,4272.82,4599.49,4346.67,1
3606,4266.15,3971.79,4245.64,4095.38,4329.74,4610.77,4059.49,4609.74,4193.85,4226.15,4195.38,4274.36,4596.92,4349.23,1
3607,4263.59,3964.1,4243.08,4091.28,4327.69,4611.79,4063.59,4606.67,4195.38,4231.28,4195.38,4272.82,4604.1,4348.72,1
3608,4265.13,3964.1,4240.51,4088.72,4331.28,4615.38,4066.15,4603.59,4185.64,4232.31,4194.36,4261.54,4605.64,4347.18,1
3609,4268.21,3972.31,4240.0,4091.28,4335.9,4615.38,4064.1,4595.38,4174.87,4221.54,4192.82,4260.0,4602.05,4347.18,1
3610,4270.77,3976.92,4243.59,4096.41,4335.9,4614.87,4065.13,4588.21,4176.41,4214.87,4192.82,4264.62,4598.46,4346.15,1
3611,4269.74,3973.85,4245.13,4094.36,4332.31,4617.44,4067.69,4591.28,4181.03,4214.87,4193.85,4261.54,4595.38,4346.15,1
3612,4267.18,3968.21,4244.62,4089.74,4330.77,4612.82,4063.08,4595.38,4184.62,4216.92,4196.92,4262.56,4600.51,4348.72,1
3613,4264.62,3968.21,4245.64,4090.77,4332.82,4608.21,4061.54,4598.97,4187.69,4223.59,4198.46,4267.69,4606.15,4344.62,1
3614,4262.56,3969.74,4244.1,4094.36,4332.82,4614.36,4068.21,4605.64,4187.18,4227.69,4195.38,4262.56,4598.46,4338.46,1
3615,4262.05,3964.62,4236.92,4092.82,4330.26,4618.97,4071.79,4607.69,4188.21,4224.1,4188.72,4253.85,4588.21,4336.92,1
3616,4262.56,3959.49,4233.33,4090.77,4332.82,4615.38,4072.31,4607.18,4194.87,4223.59,4182.56,4256.92,4589.23,4336.92,1
3617,4257.44,3963.59,4233.85,4091.79,4336.92,4615.38,4074.36,4608.72,4196.92,4225.13,4184.62,4257.95,4590.77,4337.95,1
3618,4252.82,3967.69,4233.85,4091.28,4334.36,4618.97,4072.31,4603.08,4187.69,4223.08,4187.69,4254.87,4590.77,4337.95,1
3619,4258.97,3970.26,4236.41,4093.33,4330.26,4612.82,4066.15,4592.31,4179.49,4224.62,4187.18,4258.46,4594.36,4338.46,1
3620,4265.64,3975.38,4240.51,4095.38,4331.28,4606.15,4066.15,4590.26,4176.92,4223.08,4187.69,4262.56,4596.41,4343.59,1
3621,4263.08,3975.9,4234.87,4092.82,4333.85,4608.21,4068.72,4589.74,4173.33,4215.38,4190.77,4260.0,4597.44,4343.08,1
3622,4257.95,3970.77,4230.77,4089.74,4332.82,4609.74,4063.59,4586.15,4172.82,4215.38,4191.28,4256.41,4597.95,4337.95,1
3623,4255.38,3968.21,4234.87,4090.77,4330.77,4607.69,4061.54,4586.67,4180.0,4218.97,4187.18,4261.03,4597.95,4338.46,1
3624,4250.77,3968.72,4233.85,4090.77,4329.74,4606.15,4065.13,4588.72,4177.95,4213.85,4182.05,4262.05,4593.85,4337.95,1
3625,4253.33,3971.28,4237.44,4092.31,4330.77,4603.08,4062.56,4588.21,4175.9,4210.26,4182.05,4261.03,4591.28,4336.41,1
3626,4268.21,3979.49,4253.33,4100.51,4332.31,4601.54,4062.05,4591.79,4188.21,4221.54,4193.33,4269.74,4600.0,4347.69,1
3627,4273.33,3984.1,4257.95,4107.18,4334.36,4607.69,4071.79,4596.41,4188.21,4230.26,4198.46,4277.95,4611.79,4354.87,1
3628,4267.18,3978.46,4249.23,4106.67,4336.41,4613.85,4074.87,4600.0,4177.95,4224.1,4194.36,4275.9,4606.15,4344.62,1
3629,4265.13,3974.87,4252.82,4103.59,4333.85,4613.85,4072.82,4608.21,4190.26,4219.49,4193.33,4273.33,4594.87,4338.46,1
3630,4271.28,3978.97,4261.03,4105.64,4335.38,4615.9,4075.38,4611.28,4201.54,4223.59,4195.38,4275.9,4601.03,4348.21,1
3631,4274.36,3985.13,4256.92,4109.23,4343.08,4617.44,4070.77,4600.51,4185.64,4225.13,4192.82,4275.38,4605.64,4353.85,1
3632,4270.26,3983.59,4244.62,4103.08,4341.54,4614.87,4062.56,4595.38,4178.46,4220.0,4187.18,4269.23,4598.46,4341.03,1
3633,4265.13,3979.49,4236.41,4097.44,4337.44,4612.82,4065.13,4604.62,4189.23,4220.51,4185.64,4263.08,4596.41,4332.82,1
3634,4263.59,3979.49,4238.97,4100.51,4337.95,4612.82,4073.85,4607.69,4188.21,4223.08,4189.23,4260.0,4601.54,4338.46,1
3635,4263.08,3978.46,4239.49,4097.44,4335.9,4609.74,4074.36,4602.56,4187.18,4222.05,4189.23,4260.0,4604.1,4341.03,1
3636,4259.49,3974.36,4234.36,4092.82,4336.41,4604.62,4065.64,4597.95,4191.28,4223.08,4189.23,4262.56,4600.51,4338.97,1
3637,4260.51,3978.97,4235.9,4102.05,4342.56,4605.64,4062.56,4595.38,4186.67,4222.05,4193.33,4266.15,4598.97,4341.03,1
3638,4267.18,3986.15,4239.49,4107.18,4345.13,4611.79,4067.69,4601.54,4190.77,4222.05,4194.36,4267.69,4601.54,4340.0,1
3639,4263.08,3980.51,4233.85,4097.44,4341.54,4616.41,4070.77,4608.21,4200.0,4224.62,4185.64,4261.03,4602.05,4332.31,1
3640,4253.33,3979.49,4230.77,4095.38,4341.03,4613.85,4071.28,4603.08,4191.79,4224.62,4180.51,4253.33,4597.44,4328.21,1
3641,4254.36,3988.72,4234.87,4105.64,4342.05,4608.21,4070.26,4593.33,4177.95,4217.44,4181.54,4253.85,4597.95,4329.23,1
3642,4257.95,3990.26,4232.82,4108.21,4342.56,4605.13,4067.69,4588.72,4173.33,4210.77,4177.95,4253.85,4596.92,4326.15,1
3643,4257.95,3988.21,4233.33,4105.13,4344.1,4605.64,4067.69,4587.69,4172.82,4206.67,4175.38,4251.28,4591.79,4327.18,1
3644,4259.49,3988.72,4236.41,4105.64,4341.54,4606.67,4070.77,4591.28,4179.49,4205.64,4179.49,4255.38,4591.28,4328.72,1
3645,4255.9,3984.62,4233.85,4100.0,4337.44,4606.15,4068.72,4594.87,4185.13,4208.72,4180.0,4257.44,4590.26,4324.1,1
3646,4253.85,3980.51,4233.33,4095.38,4339.49,4606.67,4065.13,4591.28,4180.0,4211.79,4178.97,4256.41,4592.31,4324.62,1
3647,4261.03,3986.67,4239.49,4103.08,4342.05,4607.18,4063.59,4587.69,4177.95,4213.33,4180.0,4260.51,4597.95,4329.74,1
3648,4260.0,3988.72,4238.46,4104.62,4337.95,4603.08,4062.05,4589.23,4176.41,4209.23,4174.87,4258.97,4593.33,4328.21,1
3649,4254.87,3987.18,4234.36,4096.92,4338.46,4603.08,4065.13,4591.28,4177.44,4208.72,4174.87,4254.87,4590.77,4328.72,1
3650,4264.1,3990.77,4242.56,4101.54,4344.1,4606.15,4071.79,4602.05,4192.82,4218.97,4190.26,4265.64,4604.62,4342.56,1
3651,4278.46,3996.41,4252.31,4111.28,4343.59,4605.64,4073.85,4612.82,4203.59,4230.77,4200.51,4280.0,4615.9,4355.38,1
3652,4279.49,3997.95,4250.77,4108.21,4340.51,4604.1,4071.28,4604.62,4192.31,4229.74,4198.46,4282.05,4614.87,4351.28,1
3653,4272.31,3996.41,4248.21,4105.13,4343.08,4605.13,4067.18,4591.79,4183.08,4222.56,4196.92,4278.46,4616.41,4344.62,1
3654,4271.28,3999.49,4249.74,4115.38,4347.18,4605.64,4065.13,4594.36,4194.36,4227.69,4197.44,4280.0,4618.46,4347.18,1
3655,4273.33,4002.05,4250.26,4118.46,4348.72,4608.21,4067.18,4605.13,4199.49,4236.92,4197.95,4284.1,4618.97,4349.23,1
3656,4272.82,3999.49,4249.74,4113.33,4346.15,4607.18,4070.26,4603.59,4183.59,4227.69,4197.44,4281.03,4622.56,4345.64,1
3657,4270.26,3995.38,4248.72,4113.85,4343.59,4600.51,4072.82,4595.9,4173.33,4211.28,4191.28,4273.33,4616.41,4337.95,1
3658,4266.15,3990.77,4248.21,4112.31,4345.13,4601.54,4074.87,4600.51,4184.1,4213.85,4184.62,4271.28,4600.51,4333.85,1
3659,4268.21,3989.23,4250.26,4108.72,4344.1,4605.64,4074.36,4603.08,4190.77,4222.56,4187.18,4272.82,4600.0,4341.54,1
3660,4280.0,3993.85,4253.33,4114.87,4340.0,4606.15,4068.72,4596.41,4187.69,4223.59,4193.33,4276.92,4617.44,4357.44,1
3661,4289.23,4001.03,4253.85,4120.51,4343.59,4608.72,4066.15,4595.9,4195.9,4228.72,4198.46,4282.56,4630.26,4366.67,1
3662,4288.72,4001.03,4250.77,4113.85,4344.62,4613.33,4068.21,4597.95,4196.92,4230.26,4196.92,4277.95,4629.23,4365.13,1
3663,4288.21,3998.46,4249.23,4107.69,4334.87,4611.28,4068.72,4597.95,4187.18,4222.56,4192.82,4271.28,4625.64,4363.59,1
3664,4291.28,3998.46,4256.41,4110.26,4334.36,4606.67,4068.72,4607.69,4197.95,4224.1,4194.87,4277.44,4629.23,4366.15,1
3665,4292.31,3998.97,4264.62,4113.33,4340.51,4609.23,4070.77,4618.97,4212.82,4234.36,4202.56,4284.62,4632.31,4368.72,1
3666,4291.79,3998.97,4260.0,4115.9,4337.44,4613.33,4071.28,4616.41,4206.67,4236.41,4204.62,4284.1,4629.74,4365.13,1
3667,4290.77,4000.0,4248.72,4115.9,4336.41,4612.31,4067.18,4606.67,4195.38,4232.82,4203.08,4279.49,4631.28,4362.05,1
3668,4289.74,4001.54,4246.15,4112.31,4342.05,4611.79,4066.15,4600.51,4191.79,4229.74,4204.62,4276.92,4636.41,4367.69,1
3669,4292.82,4002.05,4254.87,4113.85,4344.62,4615.9,4067.69,4600.51,4190.77,4228.72,4206.15,4281.54,4637.44,4370.77,1
3670,4294.36,4000.51,4263.08,4118.97,4343.59,4614.36,4068.72,4605.13,4194.36,4228.21,4201.03,4285.13,4632.82,4366.67,1
3671,4289.74,3997.95,4259.49,4116.92,4341.54,4607.18,4068.21,4602.05,4192.82,4224.62,4193.85,4279.49,4627.18,4364.62,1
3672,4287.69,3997.95,4256.92,4115.38,4340.0,4607.18,4067.69,4592.31,4180.51,4218.97,4192.82,4276.41,4624.62,4365.64,1
3673,4295.38,4000.51,4261.54,4118.46,4340.51,4607.69,4068.72,4595.38,4180.0,4218.46,4194.87,4277.95,4625.64,4366.15,1
3674,4291.28,3994.87,4257.44,4112.31,4334.87,4602.56,4068.21,4605.64,4195.9,4216.92,4190.77,4276.41,4619.49,4359.49,1
3675,4274.87,3986.15,4249.74,4104.1,4331.28,4600.0,4067.69,4602.56,4193.85,4211.28,4184.62,4271.79,4611.79,4350.77,1
3676,4276.92,3990.77,4253.33,4109.23,4337.44,4607.18,4069.74,4591.79,4177.95,4212.31,4188.72,4270.77,4617.95,4356.41,1
3677,4289.74,3996.92,4258.46,4115.38,4342.05,4612.31,4072.82,4596.92,4185.64,4222.05,4195.9,4274.87,4628.72,4366.15,1
3678,4289.74,3998.97,4258.97,4119.49,4341.54,4610.77,4073.33,4608.72,4201.54,4231.79,4201.54,4282.56,4634.87,4366.15,1
3679,4283.59,4005.64,4261.54,4124.62,4345.13,4612.82,4070.77,4605.64,4196.41,4229.74,4204.1,4284.62,4636.92,4360.0,1
3680,4283.08,4008.72,4263.08,4124.62,4349.23,4617.44,4070.26,4603.59,4192.31,4223.59,4201.54,4276.92,4632.82,4355.9,1
3681,4285.64,4001.54,4260.0,4121.54,4347.69,4612.82,4070.77,4606.15,4196.41,4224.62,4197.44,4271.28,4626.67,4354.36,1
3682,4282.56,3998.46,4258.46,4118.46,4344.62,4609.74,4067.69,4598.97,4186.67,4221.54,4190.77,4271.28,4620.51,4352.31,1
3683,4277.44,4000.0,4260.51,4113.85,4343.59,4613.85,4065.64,4591.79,4178.46,4210.77,4182.05,4271.79,4612.31,4349.23,1
3684,4280.0,3996.41,4262.05,4108.72,4343.59,4610.26,4066.67,4592.82,4184.62,4206.67,4183.59,4273.33,4611.28,4351.79,1
3685,4287.69,3992.31,4260.0,4106.15,4340.0,4602.05,4066.15,4596.41,4189.23,4213.85,4192.82,4276.92,4619.49,4356.92,1
3686,4288.21,3992.82,4261.03,4108.72,4338.46,4608.21,4068.21,4604.1,4189.74,4220.51,4192.31,4281.54,4623.59,4356.92,1
3687,4285.64,3993.85,4260.51,4108.21,4341.54,4614.36,4073.33,4608.72,4185.13,4217.44,4189.74,4280.51,4618.97,4354.87,1
3688,4285.13,3993.33,4252.82,4102.56,4341.03,4607.18,4072.82,4599.49,4180.0,4211.28,4193.85,4276.92,4613.33,4355.9,1
3689,4283.08,3993.85,4248.21,4102.05,4335.9,4600.0,4065.64,4587.69,4177.95,4214.36,4191.79,4275.38,4613.85,4353.85,1
3690,4284.1,3998.97,4248.21,4104.62,4336.92,4602.05,4064.62,4589.74,4177.95,4215.9,4187.69,4273.85,4617.44,4352.31,1
3691,4291.79,4003.59,4250.26,4102.56,4343.59,4609.74,4074.87,4600.51,4184.62,4214.87,4196.92,4277.44,4620.51,4359.49,1
3692,4290.26,3995.9,4251.79,4098.46,4343.08,4615.9,4082.05,4610.26,4197.44,4224.1,4208.21,4286.15,4625.13,4362.56,1
3693,4277.44,3984.1,4249.23,4093.85,4337.44,4616.92,4081.54,4611.28,4194.36,4225.64,4199.49,4284.62,4621.54,4348.72,1
3694,4274.87,3987.69,4247.18,4093.33,4338.46,4615.38,4076.41,4606.15,4182.05,4215.38,4186.67,4271.28,4609.74,4341.03,1
3695,4282.56,3993.33,4248.72,4096.92,4342.56,4613.33,4070.26,4603.08,4192.31,4214.36,4188.21,4269.23,4609.74,4347.69,1
3696,4281.03,3987.18,4248.72,4095.38,4340.0,4613.85,4069.74,4600.51,4198.46,4217.44,4190.26,4273.85,4615.9,4345.64,1
3697,4272.82,3983.08,4248.72,4090.26,4338.46,4614.36,4071.79,4601.54,4186.15,4216.41,4189.23,4270.77,4615.9,4338.97,1
3698,4271.79,3987.18,4248.21,4088.72,4340.51,4611.28,4071.79,4609.23,4186.15,4223.59,4193.85,4272.82,4617.95,4346.15,1
3699,4280.0,3990.26,4248.21,4093.33,4338.46,4608.72,4069.74,4608.21,4192.82,4228.72,4198.97,4283.08,4624.62,4356.41,1
3700,4287.69,3992.31,4255.38,4100.0,4336.92,4614.36,4068.21,4598.97,4186.67,4221.54,4196.92,4283.08,4625.13,4355.9,1
3701,4287.18,3997.44,4258.46,4098.46,4336.92,4615.38,4068.21,4595.38,4177.95,4215.38,4194.36,4273.85,4622.56,4350.77,1
3702,4282.56,3994.87,4250.26,4091.79,4334.87,4607.18,4064.1,4596.41,4179.49,4212.31,4193.85,4273.85,4620.0,4347.18,1
3703,4279.49,3988.72,4246.67,4092.31,4332.82,4602.05,4060.51,4594.87,4189.74,4216.41,4195.38,4278.46,4617.95,4350.77,1
3704,4283.59,3994.36,4252.82,4097.95,4335.9,4604.1,4063.08,4598.97,4194.87,4226.15,4198.46,4277.95,4624.62,4354.36,1
3705,4284.62,3996.92,4251.28,4092.82,4337.44,4611.28,4066.67,4606.67,4190.26,4223.59,4198.46,4271.79,4623.08,4344.62,1
3706,4270.77,3986.67,4239.49,4081.54,4336.92,4614.36,4067.18,4607.18,4185.64,4212.31,4191.79,4264.1,4610.77,4334.87,1
3707,4266.15,3985.64,4236.41,4084.1,4340.51,4614.87,4065.64,4610.77,4193.85,4216.92,4192.82,4267.18,4613.85,4343.59,1
3708,4281.54,4000.0,4246.67,4094.87,4342.56,4614.87,4058.97,4612.31,4195.9,4229.23,4204.62,4278.97,4630.77,4356.41,1
3709,4288.21,4004.62,4252.82,4094.36,4340.51,4609.74,4050.77,4601.54,4187.18,4227.69,4209.74,4281.03,4633.33,4356.41,1
3710,4281.03,4000.0,4247.69,4093.33,4341.03,4609.23,4054.36,4598.46,4188.72,4226.67,4200.0,4274.36,4626.67,4351.28,1
3711,4280.0,3997.44,4244.1,4100.0,4338.97,4614.87,4061.03,4605.64,4193.85,4230.77,4194.36,4271.79,4625.64,4346.15,1
3712,4282.05,3996.41,4245.64,4097.44,4336.92,4612.31,4056.92,4602.56,4189.74,4226.67,4202.05,4271.79,4624.62,4346.67,1
3713,4284.62,4001.03,4246.67,4092.31,4340.51,4607.69,4053.33,4600.51,4191.28,4226.15,4206.15,4271.79,4625.64,4351.79,1
3714,4288.21,4006.67,4248.72,4097.95,4345.13,4614.36,4055.38,4609.23,4199.49,4233.33,4204.62,4275.38,4630.26,4348.21,1
3715,4285.13,4004.62,4248.72,4101.03,4345.13,4617.44,4051.28,4606.15,4189.74,4227.69,4202.05,4275.38,4626.15,4342.56,1
3716,4280.0,4003.08,4246.67,4098.97,4341.54,4612.82,4049.23,4596.92,4184.1,4216.92,4197.44,4270.77,4618.46,4338.97,1
3717,4283.59,4005.13,4247.18,4096.92,4336.92,4610.77,4055.9,4607.69,4203.08,4220.51,4199.49,4269.23,4619.49,4338.46,1
3718,4283.08,4005.13,4247.69,4096.41,4339.49,4609.23,4056.41,4616.41,4201.54,4226.15,4203.59,4271.79,4623.59,4343.08,1
3719,4278.97,4005.64,4249.23,4098.97,4343.59,4608.72,4048.72,4601.54,4183.59,4224.62,4202.56,4276.41,4625.13,4350.77,1
3720,4285.64,4009.23,4250.77,4101.03,4343.08,4611.28,4047.69,4590.26,4187.69,4228.72,4207.18,4281.54,4631.79,4356.41,1
3721,4293.85,4009.23,4251.28,4103.08,4345.13,4614.87,4049.74,4601.54,4200.0,4235.38,4216.92,4283.59,4636.92,4355.9,1
3722,4287.18,4008.72,4250.26,4105.64,4348.21,4615.9,4048.21,4608.21,4195.38,4233.33,4207.69,4276.41,4630.77,4346.67,1
3723,4277.95,4007.69,4249.23,4100.0,4340.51,4611.79,4045.13,4595.38,4183.59,4224.62,4192.31,4268.21,4619.49,4335.38,1
3724,4276.41,4001.54,4248.21,4092.31,4336.41,4605.64,4042.05,4587.69,4175.38,4212.82,4189.74,4267.69,4611.28,4330.77,1
3725,4273.33,3993.85,4247.69,4089.74,4340.0,4606.67,4042.05,4592.82,4173.33,4203.59,4186.67,4266.67,4606.15,4329.23,1
3726,4269.74,3994.87,4249.74,4090.26,4342.56,4612.31,4048.21,4597.44,4177.95,4205.13,4186.15,4265.13,4609.23,4331.28,1
3727,4276.92,4001.03,4250.26,4092.31,4343.08,4610.77,4048.72,4596.41,4178.46,4216.41,4191.28,4268.72,4616.41,4337.44,1
3728,4280.0,4002.56,4248.21,4093.33,4342.05,4609.74,4045.13,4592.31,4176.41,4220.0,4192.82,4269.23,4616.41,4335.9,1
3729,4272.82,3997.44,4248.21,4090.77,4336.41,4613.85,4048.21,4593.33,4174.87,4210.77,4187.18,4264.1,4609.74,4328.72,1
3730,4274.36,3993.85,4248.72,4092.31,4332.82,4611.28,4051.28,4595.9,4177.44,4207.18,4186.15,4265.13,4605.13,4331.28,1
3731,4280.0,3997.95,4250.77,4095.38,4338.46,4606.15,4050.26,4592.82,4181.54,4212.31,4189.74,4271.79,4607.69,4337.44,1
3732,4276.92,4003.59,4252.82,4091.79,4343.08,4607.69,4052.31,4586.67,4178.46,4217.44,4191.28,4273.85,4614.87,4337.44,1
3733,4275.38,4001.03,4251.28,4091.28,4342.56,4610.77,4051.79,4589.23,4177.44,4218.97,4193.85,4268.72,4618.46,4334.87,1
3734,4277.95,4000.51,4247.69,4095.38,4340.51,4611.79,4051.28,4594.36,4180.0,4216.92,4195.38,4264.62,4613.33,4334.87,1
3735,4274.87,4005.64,4247.18,4095.38,4342.05,4612.82,4053.33,4590.77,4177.44,4215.9,4192.31,4266.67,4609.74,4332.82,1
3736,4273.33,4003.59,4249.74,4093.33,4342.56,4613.33,4055.9,4590.26,4182.05,4219.49,4191.28,4270.77,4613.85,4329.74,1
